smart_5_reallocated_sector_count,smart_9_power_on_hours,smart_12_power_cycle_count,smart_160_reported_uncorrectable,smart_169_erase_fail_count,smart_170_program_fail_count,smart_173_wear_leveling_count,smart_175_program_fail_count_chip,smart_177_wear_leveling_count,smart_178_used_rsvd_blk_cnt_tot,smart_179_used_rsvd_blk_cnt_tot,smart_181_program_fail_count_total,smart_182_erase_fail_count_total,smart_187_reported_uncorrectable_errors,smart_190_airflow_temperature_celsius,smart_194_temperature_celsius,smart_196_reallocation_event_count,smart_198_offline_uncorrectable,smart_199_udma_crc_error_count,smart_233_media_wearout_indicator,smart_241_total_lbas_written_tb,smart_242_total_lbas_read_tb,temp_controller,temp_nand,read_iops,write_iops,throughput_read_MBps,throughput_write_MBps,latency_read_us,latency_write_us,ecc_error_rate,spare_block_ratio,ssd_fill_ratio,write_amplification,gc_activity_pct,trim_rate_pct,io_queue_depth,host_reset_count,thermal_throttle_events,supply_voltage,voltage_droop_events,vibration_g,firmware_recovery_events,link_speed_gbps,pcie_correctable_errors,failure_type,failure_code
1,13158.6667,585,0,0,2,91.50987309,0,72.93180785,12.61158538,24.15705467,0,1,1,25.94590539,38.87650333,3,0,0,1,141.3192047,183.1866153,50.66236801,42.36011226,32476.47101,25553.81191,488.3671004,362.697959,115.2377307,139.4985221,0.000739603,0.997469097,0.877044625,2.871488153,0.183465829,0.398104125,10.05153229,0,0,5.062080068,0,0.5761887,0,7.635967313,0,power_instability,6
0,10622.76062,661,0,0,0,109.1350591,0,89.90740447,7.491746797,15.36830023,0,0,0,31.24180449,33.9475022,1,0,0,0.712648717,487.7174046,37.94459358,30.06447573,35.03542246,29764.69721,12629.05048,603.6874585,456.1017933,104.8218424,115.6951763,0.00175502,1,0.315635566,2.081641244,0.240540122,0.185803621,14.46904287,0,0,4.972030379,1,0.449522198,0,5.51330076,0,interface_crc,4
1,6683.829058,569,0,0,0,87.67158685,0,97.92576187,22.00049605,9.933259632,2,0,1,42.18588846,36.1721944,0,1,0,0.788463569,194.2505865,71.88440549,41.50723619,36.48327532,36854.64848,23062.1932,700.5117443,330.4859933,80.94019357,127.2067356,5.10E-05,0.849398458,0.80665506,1.615565497,0.33007746,0.323264289,9.077212916,1,0,5.160549017,0,0.122247282,0,6.835533577,0,thermal_throttling,7
4,18996.26535,645,1,0,0,93.2342858,0,97.00917062,14.33503895,19.76703757,2,0,0,48.07656759,38.5971583,0,0,0,0.779566376,269.7445154,128.9267705,51.78749065,38.70258019,26731.19359,13089.58335,538.8330393,342.9929555,77.95618696,108.3961627,0.003050394,0.77441184,0.664418462,2.018263805,0.108141394,0.413046527,20.78058214,0,0,4.89225681,0,0.286507947,0,7.878544763,0,nand_wearout,2
3,7520.767767,602,3,0,2,84.58557103,0,82.59651255,13.62989712,18.56628469,1,2,1,32.43342963,39.67056753,0,1,0,0.998991921,269.1284566,0,55.33071217,38.92493195,26761.91556,21882.04109,407.1954288,377.9186817,118.7199262,105.9496317,0.001793774,0.716781956,0.74586506,2.581195461,0.260241565,0.808015364,21.33153068,0,1,5.096812286,0,0.494500587,0,5.249635666,0,nand_wearout,2
1,17461.19253,609,0,0,2,46.34978748,0,108.7490714,10.53709761,11.89118949,1,0,2,40.92220477,37.47939866,0,0,0,0.666848372,22.48091505,214.9339132,41.24522074,39.12884004,25907.64912,17224.2237,562.5362284,381.1271171,55.22392547,64.04822891,0.000259832,0.777155302,0.568497948,1.801730815,0.101308295,0.252381056,7.270835243,0,0,5.0853069,0,0.660212689,0,5.047888688,0,controller_overheat,1
1,18282.94742,571,0,0,1,93.46367326,0,79.61151249,8.088559646,9.037419825,0,0,2,33.27240173,34.92501313,0,1,0,0.913707563,179.5044614,109.2579786,40.98086184,36.22862112,15969.98503,31245.50596,489.9382538,475.5658602,91.12303654,128.2731653,0.00137542,0.801277004,0.824330585,2.820620338,0.170457162,0.509225623,17.02445635,0,0,4.930441578,0,0.456413465,0,4.978430694,0,bad_block_spike,8
4,7006.679715,599,0,0,2,102.0721685,1,88.10588454,0,23.93018711,0,1,1,35.28314469,28.53427542,1,0,0,0.882290939,412.0877563,68.45004073,31.8683722,30.44220161,24798.46726,26496.70377,370.7758935,381.5191672,81.0553216,85.61023659,0.000982454,0.892091836,0.64905626,1.906693519,0.23589088,0.564893257,9.955047055,0,0,5.190975032,0,0.24932466,0,5.865079025,1,ecc_degradation,3
1,16488.32653,616,2,0,0,84.93514879,0,95.09364351,24.88410688,17.34763515,0,1,1,38.4851135,31.64848738,0,0,1,0.75286402,243.2419858,218.2249173,44.7291477,31.51472406,19885.66247,20724.90262,447.7553704,483.0154062,109.4702324,158.0868929,0.001317572,0.911838661,0.305714512,2.665446128,0.125190355,0.342861504,26.17709617,0,0,5.029649515,0,0.17684643,0,5.347312616,0,controller_overheat,1
0,9421.760389,607,0,1,0,89.63312452,0,66.51868347,16.82102087,13.24404807,1,0,3,47.41927771,45.95821714,1,1,1,0.764539416,5.612664094,271.1725347,46.74929145,48.61675598,18759.91618,15273.20782,395.3266068,490.7613518,67.50660872,97.72434914,0.00136194,0.982619675,0.824206441,2.648072971,0.14840565,0.234491227,20.69533184,0,0,4.967700676,1,0.536673258,0,6.38790408,0,thermal_throttling,7
4,15831.15304,640,0,0,0,118.2162316,0,93.34307167,0,21.60635354,1,0,1,33.5512727,37.47268813,0,0,0,0.892215592,230.2136224,80.7583597,37.8362811,40.17086154,17486.69521,20427.52752,694.7676515,384.4356481,70.46806314,124.0549404,0.00116774,0.965516891,0.726719751,1.131115367,0.26075724,0.077624591,17.07165729,0,0,5.050079723,0,0.469332695,0,6.251538608,0,ecc_degradation,3
2,6384.624975,566,0,1,1,83.29076291,0,109.7436003,6.043375624,2.521329168,0,1,1,36.48717041,40.82689566,0,1,0,0.768838027,0,127.8512387,35.68650612,37.84880026,16508.10667,19702.21212,579.7227427,338.0180448,67.06738742,90.77562628,0.002000501,0.940602661,0.926340352,2.311596336,0.183478824,0.610976766,12.8813027,0,0,5.114045338,0,0.197661773,0,7.790364205,0,nand_wearout,2
0,11309.4172,566,0,1,0,108.9325959,0,77.81911482,10.84668415,16.24563042,1,1,0,38.02522922,41.01798166,0,1,0,0.959755458,232.5608832,0,29.97644651,44.06206016,10848.01819,13575.16266,684.7620632,522.0372018,90.87133468,140.6026181,0.001290441,0.649873681,0.630346104,2.037698805,0.204918997,0.517569598,7.34241043,0,0,5.100261721,0,0.582570283,0,4.385610336,0,ecc_degradation,3
1,12462.34723,622,0,1,0,121.0570734,0,99.30151678,4.803288126,18.7332928,0,0,1,20.19554468,43.26773523,0,0,0,0.751323966,195.0091292,0,38.10282257,48.68992787,27905.08473,21988.61654,531.3107803,562.4885814,90.81980603,143.8323009,0.001087366,0.902135676,0.757217273,1.914603848,0.181571965,0.347530244,10.9775828,0,0,4.907944931,0,0.393069864,0,6.029869512,1,thermal_throttling,7
2,11823.6217,578,0,0,0,113.863271,1,131.1045513,11.27550477,8.529586303,0,1,1,31.97772606,33.47704684,1,0,0,0.838047884,119.4639959,208.3028616,40.01969876,30.39531266,25369.90871,16849.12615,550.2412786,395.4260398,100.4021718,102.38167,0.000574323,0.643453453,0.858859802,2.789862696,0.137003779,0.506690928,13.27644854,0,0,5.032397288,0,0.524831139,0,6.314361982,0,controller_overheat,1
0,14287.22662,588,1,0,0,99.58819752,0,89.504167,28.46817572,22.13885659,0,3,1,34.08383811,36.78045985,0,0,0,0.658597832,213.4025096,142.6906717,41.89945033,38.46635052,23209.79282,19416.32151,585.2358929,498.7118411,83.41587572,78.58776687,0.001701777,0.911938798,0.957690806,1.744700087,0.261747216,0.643496361,10.86212341,0,0,4.916390992,0,0.182867694,0,4.105746689,1,bad_block_spike,8
1,7147.272409,582,0,1,1,110.9513642,1,103.8782911,3.910203318,18.01253213,0,0,0,33.87097676,50.80905265,0,1,0,0.610825026,192.4208695,0,52.6738359,49.93401828,26732.21643,21065.13705,552.3487531,420.0038372,113.099627,157.0134871,0.001478856,0.722909057,0.3039299,3.053525424,0.260878228,0.463400139,24.37757762,0,0,5.053494713,0,0.35129487,0,5.699220253,0,ecc_degradation,3
4,8685.846834,622,0,2,0,92.90400055,1,132.4643414,7.911743569,13.32587528,0,2,1,37.09021931,26.79953289,0,0,0,0.914629634,278.4229868,86.76788519,39.62860094,30.109761,17467.94203,14457.78018,391.1106563,405.623792,70.03494904,88.03967714,0.001681571,0.665059988,0.81664423,2.273707749,0.187227978,0.738708843,16.5056394,1,0,4.921750956,1,0.588477763,0,5.345095695,0,firmware_anomaly,5
2,16283.04848,598,0,1,2,90.3937938,0,95.89789808,7.831847439,8.459792064,1,0,0,39.35750983,44.20144797,0,0,0,0.887825118,326.5341009,123.9775072,44.66804422,48.25716506,12743.58347,14310.68227,624.0263138,373.1031596,84.60184229,120.8088882,0.001162356,0.820219599,0.762934241,1.587707676,0.254943963,0.328240959,14.23029912,0,0,4.942934611,0,0.037530469,0,5.746084068,0,controller_overheat,1
0,9525.933721,613,1,1,0,89.77863133,0,89.13464463,12.57551679,18.86719753,1,1,0,38.61332458,41.16121909,0,0,0,0.847974494,78.41606931,140.5789403,45.10924883,44.07740773,25552.67944,22454.1,629.5848238,511.5615728,84.70005584,162.9460673,0.001651226,0.985450531,0.70870372,2.823209372,0.278599259,0,19.2482639,0,0,5.070320689,0,0.069954188,0,6.203648791,0,thermal_throttling,7
2,9016.362801,573,0,2,0,97.15587793,0,107.5172837,17.1067638,28.35325282,1,1,2,27.88671889,36.38007573,0,0,0,0.815716844,187.5867311,236.4892797,42.57229317,39.68249585,20634.53734,19150.63729,567.5331966,309.4009865,51.24409328,103.9060085,0.002049827,0.815491206,0.465328692,1.786603495,0.110285489,0.218346933,6.293028889,0,0,4.955066004,0,0.218170323,0,6.037892168,0,controller_overheat,1
1,6949.070726,568,1,1,0,99.58096477,1,75.54989271,9.328589221,0,0,1,1,31.42993543,32.45248715,1,2,0,0.814750972,131.1638258,178.2971784,36.97503081,35.99727274,22402.0437,14107.71432,456.1633752,435.7518769,67.59502429,81.74804467,0.000573812,0.731006607,0.95192473,2.329986503,0.198445929,0.453534441,10.27424433,0,0,4.975280535,0,0.494996644,0,5.92475083,0,thermal_throttling,7
2,9239.752045,606,0,0,0,111.680691,1,139.9606039,9.839808832,28.79315226,0,1,3,30.21454405,37.0912113,1,0,0,1,234.7766456,263.3694957,26.95868624,39.44555843,14965.23318,29459.43704,399.9431638,339.0630447,47.1162353,105.3408939,0.001254477,0.684446267,1,2.591404208,0.050016501,0.318516596,3.6362944,0,0,4.935171996,0,0.302012437,0,5.818664322,0,controller_overheat,1
2,5837.663527,582,0,1,0,87.54577195,0,84.96901421,10.82764164,8.320049385,0,0,2,39.36451601,33.22437077,0,2,0,0.918961351,177.3300819,133.1895797,50.86746254,34.44377577,27599.59335,26570.41904,534.4539913,525.9209993,88.61237575,112.355908,0.001872122,0.821107569,0.509874956,2.625586733,0.219579028,0.054088362,14.7861724,0,0,5.147072485,1,0.199106017,0,5.404124382,0,nand_wearout,2
0,16375.80078,614,0,0,0,99.05257068,0,67.90291832,8.071687611,15.27221542,3,1,1,24.49458637,39.61036064,0,0,0,0.758635087,248.5221408,58.76829505,27.99105414,45.75005862,21112.80216,23937.49933,448.8253949,369.8181181,77.8806428,124.8592244,5.01E-05,0.808350075,0.742214489,2.14172169,0.264672286,0.000141546,18.09690767,0,0,4.913517953,0,0.26646338,0,6.786760327,0,firmware_anomaly,5
0,9305.618789,602,1,0,0,78.05447897,0,89.03495912,9.844338875,22.03595883,2,2,1,33.50322927,28.27162335,0,0,0,0.930780323,193.025057,92.01951575,33.25250066,26.18511274,23284.53138,20812.21635,481.7765654,468.9415004,68.11429751,114.9421285,0.001945558,1,0.835102471,2.715112166,0.26524993,0.754594258,5.516749689,0,0,5.179872123,0,0.174371909,0,5.366172278,0,nand_wearout,2
5,5497.973791,555,1,2,0,107.9702061,2,109.3530052,2.859745127,7.964874937,1,2,0,35.91768618,30.88628165,1,0,0,0.717629558,190.8828046,46.29708354,46.23228739,35.63864393,17520.93713,17773.43355,542.9692059,423.5837086,85.08463639,77.29542064,0.002125169,0.853892427,0.775882227,1.738197916,0.337911745,0.718215952,15.97052943,0,0,5.046977918,0,0.361921528,0,6.333795421,0,controller_overheat,1
2,10780.98947,602,1,0,2,104.7311167,0,113.8645092,7.245778777,4.849453451,1,1,1,34.15465315,30.2392084,0,0,1,0.847083842,221.7480448,252.9370795,33.75649247,29.533811,34686.0988,20275.66538,487.9875782,482.5899384,82.02533863,132.2833756,0.001239454,0.953241625,0.855381677,1.433846435,0.094485818,0.507136635,2.317692993,1,0,5.147041666,0,0.434905911,0,6.127506429,0,controller_overheat,1
0,3621.096601,650,0,0,1,102.3235981,0,82.48320669,12.43880296,0,1,1,2,25.80749843,32.82657594,0,0,3,0.838000482,248.9394698,143.7021765,51.90873449,35.96298042,36367.35724,16441.72756,428.7650006,326.7957684,72.32078291,179.0289613,0.000954181,1,1,3.227695056,0.118555761,0.504201261,13.7609904,1,0,4.866269405,0,0,0,5.322383406,0,bad_block_spike,8
2,6865.362375,588,0,0,3,99.2273304,0,108.0774106,19.27433762,21.86539727,2,1,0,36.71738862,41.21813112,0,0,0,0.749057931,148.7090031,223.361184,39.59332524,39.93324309,31250.86361,20634.28541,540.4499541,376.2067127,70.33111005,111.844861,0.001903297,0.997394245,0.572453893,2.268469856,0.150447127,0.546231057,17.23455644,0,0,5.001901993,1,0.205517472,0,6.659721589,0,power_instability,6
2,20126.94514,594,0,1,0,77.66290247,0,82.78544123,8.164803234,15.8093418,1,0,4,31.09564189,26.7564383,0,0,0,0.888610515,50.85244332,161.9797655,40.71179898,26.71802082,13097.77677,21800.61913,549.0793,442.0339216,72.86229049,119.7204576,0.001081448,0.608735807,0.899929888,3.160683017,0.230611876,0.192314406,14.52043969,1,1,5.016683062,0,0.969188968,0,5.388479674,0,bad_block_spike,8
4,5471.206423,595,3,0,0,91.33621491,0,107.8632465,2.99854789,19.65364485,0,1,0,37.15635658,41.40481792,0,0,0,0.689762141,137.6591369,203.8578598,40.2520639,46.42304267,31309.95315,22395.94741,593.0630744,474.4999116,83.78947398,99.59121917,4.43E-05,0.74995198,1,2.260427431,0.190292014,0.724592463,22.83863708,1,0,5.0431027,0,0.259345099,0,5.274889907,0,ecc_degradation,3
2,11139.41872,556,1,0,0,100.2577291,0,112.3253129,8.581887858,21.35677681,0,2,1,29.57231788,41.88647728,0,0,0,1,294.7482379,63.99459377,40.78158726,40.15460198,31927.46309,21637.07093,497.2508683,405.5227023,43.38699065,127.5399589,0.000758971,0.643019985,1,2.068776951,0.083797947,0.486305523,9.507951991,0,0,5.062866671,0,0.392624562,0,6.677468374,0,controller_overheat,1
1,25238.36564,588,1,0,1,122.2490361,1,88.21172583,14.97390133,16.46158234,1,0,0,15,29.35130376,0,0,0,0.789667181,191.054991,199.8466952,41.39136932,33.85017646,36833.778,19508.11052,612.7240224,553.6263727,81.37752901,100.3714279,0.001513748,0.807625392,0.962032886,2.582426449,0.177707078,0.580333337,17.99353664,0,1,4.94107995,1,0.381355232,1,5.874184328,0,nand_wearout,2
2,13495.52331,623,0,0,1,98.40735511,0,82.35338605,9.031520121,24.13897001,0,2,2,33.98855837,26.30757965,0,0,0,0.899551167,86.87582674,240.4231469,45.30884826,26.44138276,33153.92446,23512.38643,604.3099834,416.1093282,112.0149854,135.7581793,0.00185182,0.546930678,0.726313191,2.654805543,0.174668121,0.607047313,21.64061001,0,0,5.062911475,0,0.230981326,0,6.634876494,0,nand_wearout,2
0,8935.249485,632,0,1,0,84.7975557,0,112.3075191,8.60820213,23.86854603,1,0,0,31.29889775,43.66985608,0,1,0,0.772939952,168.1915891,0,38.27912304,48.87536199,29387.48121,16737.22251,624.7054814,348.2276501,77.45571906,103.9715959,0.001398291,0.967806106,0.89953948,2.434040338,0.247410755,0.622688508,19.16537937,0,0,4.872747973,0,0.05785784,0,6.094750397,0,controller_overheat,1
1,73.99285544,574,0,0,2,93.16478384,0,95.55529996,3.563722981,19.82831983,0,3,1,42.80385984,35.56028611,0,1,1,0.808457769,234.3681519,183.7414808,36.77825573,40.70374226,11525.69496,27051.35236,586.1752345,247.3455498,54.15070068,101.3040967,0.001500608,0.911216749,0.754272183,2.585028665,0.152288673,0.726405323,7.621267879,0,0,5.022988061,0,0.472976018,0,4.346586598,1,nand_wearout,2
3,13001.52515,632,1,2,0,92.88680002,1,102.210209,8.03693504,9.235104369,0,0,0,33.89520487,37.36796205,0,1,0,0.707924903,222.2206121,320.0369395,33.90900998,32.36796205,30333.98704,31771.87204,428.2768675,444.6316254,106.0493225,122.4078305,0.001007716,0.88171195,0.880693338,1.726353699,0.274668726,0.149453123,13.74495488,0,0,4.935862334,0,0.603098865,0,4.604610464,0,firmware_anomaly,5
0,7393.785515,597,1,0,0,95.26936919,0,109.3769177,13.33564216,20.86405982,0,1,3,36.25246545,40.33426902,2,1,0,0.749496706,93.46016536,225.6261783,43.52182575,41.50599052,34256.5805,28357.35201,501.9480439,342.6636622,103.9685993,107.5529703,0.001352324,0.807209934,0.602489552,2.432165765,0.122593645,0.490549863,14.6271166,0,0,5.043006786,0,0.471745556,0,7.022930176,0,nand_wearout,2
3,15346.80581,575,1,0,1,76.05984263,1,110.7854631,6.890303293,2.484164192,1,2,2,23.3629695,26.50862726,0,0,0,0.68603812,207.1455096,118.4677971,47.35532508,27.52414627,26072.6961,29344.33007,513.0168544,467.1393466,86.56098867,112.290781,0.000232233,1,0.443322103,2.929202546,0,0.290753476,18.51830566,0,0,5.061282898,0,0.329403686,0,5.502951676,0,ecc_degradation,3
3,7942.493573,640,0,1,1,90.13350338,0,70.12667687,7.55670087,19.78301593,2,0,1,41.07822668,30.7049773,0,0,1,1,156.2492259,127.4440244,58.66076259,32.53636055,32557.16409,19386.4733,628.3839424,428.6235503,80.96062728,105.0988976,0.000467881,0.809728554,0.709144152,2.207328306,0.309396354,0.581297449,14.20154502,1,0,5.089695767,0,0,0,5.79478269,0,ecc_degradation,3
1,13662.98018,617,1,1,1,98.92285379,0,100.3149864,10.22156547,10.55419123,0,2,1,46.36344711,31.97085833,3,0,1,0.66984326,293.5549858,51.69866526,48.82968821,32.43927088,30183.91324,30655.64299,388.6980357,501.0270293,86.26490523,110.0964446,0.000522049,0.747628799,0.602116573,2.896136357,0.225638333,0.607658617,13.08589586,0,0,5.091490799,0,0.406866292,0,6.15634289,0,thermal_throttling,7
2,20678.25739,559,0,1,0,91.30911582,0,91.92356895,2.197208675,30.02082297,0,0,2,26.40336979,33.99744153,0,1,0,0.703530751,118.0612389,116.7957845,42.66209825,33.65188345,23417.34049,23403.84557,466.3483496,508.7902476,82.36421079,103.6073073,0.001938563,0.753230237,0.712161749,2.248035323,0.227182333,0.370572009,25.02158833,0,0,5.020254601,0,0.500876482,0,6.759344016,0,nand_wearout,2
0,16027.59667,583,0,0,1,85.73056881,1,100.5474695,15.68600786,13.4516034,2,1,0,38.26389994,28.66397768,0,1,0,0.831302447,101.4165027,217.3280898,36.65155642,31.58119575,27623.72327,26579.46723,558.9708476,485.2227575,97.76410851,95.18309036,0,1,0.489389106,2.392184688,0.170238091,0.422935442,4.601211641,0,0,5.066688736,0,0.491035458,0,5.242303942,0,nand_wearout,2
2,4089.999381,634,0,0,1,102.9712024,2,103.0978333,0.863390054,1.589110724,3,1,1,32.9504627,30.41547329,2,0,0,0.713628216,167.4331372,79.5178606,26.16193702,32.1238607,23034.70737,29586.25327,440.3847279,367.4859078,78.08599812,151.7664359,0.001630738,0.977440481,0.533972243,1.915044932,0.309680689,0.396456697,13.78060857,0,0,4.988493681,0,0.232081312,0,5.913901414,1,thermal_throttling,7
1,12533.79931,566,0,0,1,99.53045749,1,102.3333388,8.233279085,10.5464452,1,1,1,24.94028791,41.42927151,1,0,0,0.84568882,54.66719998,23.00057119,45.08481739,40.81428128,28866.50501,33169.42149,469.4304911,521.605737,76.12384807,114.2344813,0.001482262,0.952629353,0.716368786,1.558678972,0.14305906,0.433160112,19.0471705,0,0,5.048832957,0,0.580331436,0,6.040005198,0,nand_wearout,2
2,17780.88095,621,0,0,0,97.70235552,0,103.5486175,7.686999227,10.58175698,1,0,2,41.96600957,37.69067381,0,0,0,0.652347701,217.0633273,231.6065817,40.14483827,40.18504596,25714.79519,17366.96307,500.2052028,370.489999,70.10165521,99.23229877,0.002254072,0.782771218,0.779192568,2.026379495,0.156339473,0.49031398,5.804725582,0,0,5.19875624,0,0.054862654,0,6.741234482,0,bad_block_spike,8
2,2882.292061,612,1,0,1,93.98100129,0,74.9336742,12.29637942,20.27570676,2,1,1,27.58796696,37.02928483,0,0,1,0.815103468,0,56.71831771,42.84384357,40.18896305,20857.893,18327.97212,478.2843596,413.4487322,55.66507059,108.0162791,0.000920315,0.889089054,0.652807468,2.149601864,0.267109755,0.326075315,13.67471681,0,0,5.061642678,0,0.2608919,0,8,0,nand_wearout,2
2,22123.35454,571,2,0,0,93.67387935,0,93.83277201,5.786888044,25.11863348,1,0,2,31.67069785,34.54480779,0,1,0,0.797866848,191.571119,0,58.61482991,38.25320824,27581.40575,22703.72713,474.4179817,448.9596743,103.296335,132.0457242,0.000682821,0.705040686,0.808161845,2.650545772,0.109436423,0.63527381,15.38010057,0,0,4.890673096,0,0.369748659,0,5.725566929,0,nand_wearout,2
4,12845.52163,567,0,1,1,102.9632043,1,77.26836325,19.73374839,10.95072138,1,0,0,32.98706849,39.98660561,0,0,1,0.832811068,225.6018292,0,43.8839862,38.18362998,19918.4261,24097.85138,503.936411,422.8316692,116.0653273,116.8056249,0.000649091,0.781199874,0.644775562,2.100977265,0.335039504,0.279893073,25.2449901,1,1,4.980347294,0,0.431240425,0,6.661999615,0,interface_crc,4
3,15458.7053,643,1,0,0,110.0374284,0,95.84153965,0,18.10696328,0,1,0,38.67505494,36.41617251,2,0,1,0.871906797,47.93950302,224.2234837,45.42311431,37.89223952,23184.87806,30692.77184,468.3998716,646.9334102,103.8288801,101.7976194,0.00224318,0.925661268,0.832364191,2.712242258,0.233449791,0.525679433,12.60899987,0,0,4.967682808,0,0.114593624,0,5.665641641,0,ecc_degradation,3
2,9937.027131,571,1,0,0,86.07922298,0,118.7771849,9.477481267,10.57753065,0,0,0,24.59324555,37.76866473,0,0,1,0.676990085,98.6481382,143.9147491,44.85941074,38.8537859,34198.96849,19898.16295,538.700235,367.1137005,29.18734421,94.50695931,0.002261768,0.703211048,0.876710584,1.962696071,0.113866061,0.414845979,16.27101633,0,0,4.993932689,1,0.299418739,1,4.7650934,0,firmware_anomaly,5
